epoch: 1     loss: 0.24441459774971008
epoch: 2     loss: 0.1532604694366455
epoch: 3     loss: 0.15079402923583984
epoch: 4     loss: 0.14305904507637024
epoch: 5     loss: 0.15145066380500793
epoch: 6     loss: 0.14909811317920685
epoch: 7     loss: 0.15065550804138184
epoch: 8     loss: 0.15005287528038025
epoch: 9     loss: 0.15093062818050385
epoch: 10     loss: 0.14980056881904602
epoch: 11     loss: 0.15254360437393188
epoch: 12     loss: 0.1492868959903717
epoch: 13     loss: 0.14758282899856567
epoch: 14     loss: 0.1514677256345749
epoch: 15     loss: 0.14774903655052185
epoch: 16     loss: 0.15029145777225494
epoch: 17     loss: 0.14939206838607788
epoch: 18     loss: 0.14911705255508423
epoch: 19     loss: 0.14804492890834808
epoch: 20     loss: 0.1505998820066452
epoch: 21     loss: 0.14835965633392334
epoch: 22     loss: 0.15198147296905518
epoch: 23     loss: 0.15070730447769165
epoch: 24     loss: 0.14846548438072205
epoch: 25     loss: 0.1483452171087265
epoch: 26     loss: 0.1474352478981018
epoch: 27     loss: 0.15079471468925476
epoch: 28     loss: 0.1492990404367447
epoch: 29     loss: 0.14921249449253082
epoch: 30     loss: 0.14999040961265564
epoch: 31     loss: 0.1493571400642395
epoch: 32     loss: 0.146765798330307
epoch: 33     loss: 0.15025895833969116
epoch: 34     loss: 0.15094439685344696
epoch: 35     loss: 0.14854207634925842
epoch: 36     loss: 0.14802239835262299
epoch: 37     loss: 0.14946573972702026
epoch: 38     loss: 0.1493803709745407
epoch: 39     loss: 0.1487080603837967
epoch: 40     loss: 0.1498413383960724
epoch: 41     loss: 0.14891338348388672
epoch: 42     loss: 0.14940857887268066
epoch: 43     loss: 0.14866521954536438
epoch: 44     loss: 0.14952458441257477
epoch: 45     loss: 0.14804323017597198
epoch: 46     loss: 0.15002559125423431
epoch: 47     loss: 0.14773990213871002
epoch: 48     loss: 0.1514110267162323
epoch: 49     loss: 0.1473657488822937
epoch: 50     loss: 0.14919394254684448
epoch: 51     loss: 0.14787057042121887
epoch: 52     loss: 0.15025536715984344
epoch: 53     loss: 0.14878688752651215
epoch: 54     loss: 0.1485847383737564
epoch: 55     loss: 0.14836499094963074
epoch: 56     loss: 0.14972709119319916
epoch: 57     loss: 0.1481551080942154
epoch: 58     loss: 0.14920777082443237
epoch: 59     loss: 0.14953185617923737
epoch: 60     loss: 0.14787518978118896
epoch: 61     loss: 0.14960166811943054
epoch: 62     loss: 0.1486779898405075
epoch: 63     loss: 0.1496424525976181
epoch: 64     loss: 0.14723539352416992
epoch: 65     loss: 0.1506076157093048
epoch: 66     loss: 0.14986395835876465
epoch: 67     loss: 0.14843587577342987
epoch: 68     loss: 0.14793603122234344
epoch: 69     loss: 0.15133610367774963
epoch: 70     loss: 0.14747354388237
epoch: 71     loss: 0.14850109815597534
epoch: 72     loss: 0.1492035984992981
epoch: 73     loss: 0.148967444896698
epoch: 74     loss: 0.14715541899204254
epoch: 75     loss: 0.14934693276882172
epoch: 76     loss: 0.14964662492275238
epoch: 77     loss: 0.1497097760438919
epoch: 78     loss: 0.14771832525730133
epoch: 79     loss: 0.1495632529258728
epoch: 80     loss: 0.14769655466079712
epoch: 81     loss: 0.14868062734603882
epoch: 82     loss: 0.14834754168987274
epoch: 83     loss: 0.14948339760303497
epoch: 84     loss: 0.15011446177959442
epoch: 85     loss: 0.14633259177207947
epoch: 86     loss: 0.14828544855117798
epoch: 87     loss: 0.14798103272914886
epoch: 88     loss: 0.15064837038516998
epoch: 89     loss: 0.14762669801712036
epoch: 90     loss: 0.14782871305942535
epoch: 91     loss: 0.15077534317970276
epoch: 92     loss: 0.14715620875358582
epoch: 93     loss: 0.14923594892024994
epoch: 94     loss: 0.1506408303976059
epoch: 95     loss: 0.14656107127666473
epoch: 96     loss: 0.14959806203842163
epoch: 97     loss: 0.14930793642997742
epoch: 98     loss: 0.14772304892539978
epoch: 99     loss: 0.14842088520526886
epoch: 100     loss: 0.14983412623405457
test loss: 0.15629366040229797

Process finished with exit code 0
